local_pair,local_sentence_index_0based,external_direction,best_similarity,match_method,local_model,local_strategy,local_matched_text,external_matched_text,best_target_index,external_column,external_sample_domain,external_sample_id,external_src,external_ref
zh-en-new,50,zh-en,1.0,exact,G35,it,Your case: Source: Already used 3-4 times.,Already used 3-4 times.,1802,ONLINE-A,user_review,personal_care_appliances-5-zh_0172161-51,已经使用了3-4次了。,I've used it 3-4 times.
en-zh-new,50,zh-en,1.0,exact,G35,it,Your case: Source: Already used 3-4 times.,Already used 3-4 times.,1802,ONLINE-A,user_review,personal_care_appliances-5-zh_0172161-51,I've used it 3-4 times.,已经使用了3-4次了。
zh-en-new,51,zh-en,0.4286,token_f1,GP,tear,"It looks good, but there are a few minor regrets.","The head is defective, missing a horn, it feels defective, and there are no freebies, but the price is good, and the tone is good.",1674,IOL_Research,user_review,musical_instruments-3-zh_0382388-36,琴头有缺陷，少了一个角，感觉是残次品，也没有任何赠品，但是这个价位已经不错了，琴的音色也不错。,"The headstock is flawed, there is a missing corner, it feels like a flawed product, and there are no extras, but the price is reasonable and the piano sounds great."
zh-en-new,52,zh-en,0.9032,token_f1,G4o,it,"Three stars is for blaming myself for not carefully checking the product specifications. I have no issue with you selling the M size e-commerce version, but what do you mean by sending the wrong product?","Three stars is blaming myself for not carefully checking the product specifications. I have no objection to you selling M size e-commerce version, but what do you mean by delivering the wrong version?",1508,GPT4-5shot,user_review,drugstore-3-zh_0360871-87,三颗星是怪自己马虎没看清楚商品规格，你卖M码电商版我没意见，你货不对版是几个意思？,"I only gave it three stars because I was careless and didn't carefully read the product details, I have no issue with you offering the M-size online version for sale, what does it signify that the edition of your product is incorrect?"
zh-en-new,53,zh-en,1.0,exact,G4o,it,Where is the product anti-counterfeiting label?,Where is the product anti-counterfeiting label?,1545,ZengHuiMT,user_review,grocery-3-zh_0192439-140,产品防伪标识在哪里,Where is the security seal for the product
en-zh-new,53,zh-en,1.0,exact,G4o,it,Where is the product anti-counterfeiting label?,Where is the product anti-counterfeiting label?,1545,ZengHuiMT,user_review,grocery-3-zh_0192439-140,Where is the security seal for the product,产品防伪标识在哪里
zh-en-new,54,zh-en,0.9091,token_f1,C3,it,"Singapore's tourism industry recovers strongly, with the number of inbound tourists increasing 19 times compared to 2021.","Singapore's tourism industry recovers strongly, with inbound tourists increasing 19 times compared to 2021",935,Lan-BridgeMT,news,international_times-zh.9293,新加坡旅游业复苏强劲 入境旅客比2021年增长19倍,"Singapore tourism recovers strongly, arrivals up 19 times compared to 2021"
zh-en-new,55,zh-en,0.9565,substring,C3,it,Strongly recommend Amazon to stop using EMS!,I strongly recommend Amazon to stop using EMS!,1765,ONLINE-M,user_review,pc-3-zh_0475867-158,强烈建议亚马逊停用EMS ！,It is highly advised that Amazon turn off EMS!
en-zh-new,55,zh-en,0.9565,substring,C3,it,Strongly recommend Amazon to stop using EMS!,I strongly recommend Amazon to stop using EMS!,1765,ONLINE-M,user_review,pc-3-zh_0475867-158,It is highly advised that Amazon turn off EMS!,强烈建议亚马逊停用EMS ！
zh-en-new,56,zh-en,0.3,token_f1,G35,it,Prime Minister Phan Mingzheng hopes that the University of Brunei will continue to focus on ensuring the quality of Vietnamese language teaching and further expand the scale of Vietnamese language classes.,He laughed and laughed and probably will continue to buy this brand of toys in the future.,1906,IOL_Research,user_review,toy-5-zh_0723212-60,他玩得惊笑连连～以后大概会继续买这个牌子的玩具。,He laughed and marveled while he played ~  will probably keep purchasing toys from this manufacturer.
zh-en-new,57,zh-en,0.2105,token_f1,GP,it,Your case: Source: First byte 0xA8~0xA9 Double byte 5 area: 192 code position  Target: Do not provide any explanations or text apart from the translation.,"The outside of the pot does not feel any heat, so it is not necessary to heat the pot to prevent it from spreading.",1640,ANVITA,user_review,kitchen-4-zh_0366960-104,壶的外面摸不到一丝热量，即不怕烫到人也能有效保护温度不外散。,"Even if you are not concerned about getting burned, there is no sign of heat on the outside of the pot, which successfully keeps the heat from escaping."
zh-en-new,58,zh-en,0.9333,token_f1,G4o,tear,"This document is prepared in accordance with the provisions of Part 1 of the GB/T 1.1-202X, Standardization Work Guidelines: Structure and Drafting Rules of Standardization Documents.",This document is in accordance with the provisions of GB/T 1.1-2021 Standardization Work Guidelines Part 1: The structure of standardization documents and the drafting rules.,0,ONLINE-G,manuals,gb-0,本文件按照 GB/T 1.1 一 202 久标准化工作导则第工部分:标准化文件的结构和起草规则的规定起惠。,"The rules in GB/T 1.1-202 are the establishment for this record, rules for Long-Term Standardization Work Segment II: Guidelines Record Structure and Composing Rules."
en-zh-new,58,zh-en,0.9333,token_f1,G4o,tear,"This document is prepared in accordance with the provisions of Part 1 of the GB/T 1.1-202X, Standardization Work Guidelines: Structure and Drafting Rules of Standardization Documents.",This document is in accordance with the provisions of GB/T 1.1-2021 Standardization Work Guidelines Part 1: The structure of standardization documents and the drafting rules.,0,ONLINE-G,manuals,gb-0,"The rules in GB/T 1.1-202 are the establishment for this record, rules for Long-Term Standardization Work Segment II: Guidelines Record Structure and Composing Rules.",本文件按照 GB/T 1.1 一 202 久标准化工作导则第工部分:标准化文件的结构和起草规则的规定起惠。
zh-en-new,59,zh-en,0.2286,token_f1,GP,it,"In the long run, economic recession and related closures may disrupt the drug market.","The rules in GB/T 1.1-202 are the establishment for this record, rules for Long-Term Standardization Work Segment II: Guidelines Record Structure and Composing Rules.",0,refA,manuals,gb-0,本文件按照 GB/T 1.1 一 202 久标准化工作导则第工部分:标准化文件的结构和起草规则的规定起惠。,"The rules in GB/T 1.1-202 are the establishment for this record, rules for Long-Term Standardization Work Segment II: Guidelines Record Structure and Composing Rules."
zh-en-new,60,zh-en,0.5,token_f1,GP,tear,I will not continue to purchase in the future.,He laughed and laughed and probably will continue to buy this brand of toys in the future.,1906,IOL_Research,user_review,toy-5-zh_0723212-60,他玩得惊笑连连～以后大概会继续买这个牌子的玩具。,He laughed and marveled while he played ~  will probably keep purchasing toys from this manufacturer.
zh-en-new,61,zh-en,0.9189,token_f1,G4o,it,"If Amazon hadn't marked the estimated delivery time as February 7th, I might have been very satisfied.","4, If Amazon hadn't marked the estimated arrival time as February 7th, I might have been very satisfied.",1567,Lan-BridgeMT,user_review,home-2-zh_0373530-115,4，如果亚马逊没有标注预计到货时间是2月7号，我或许会很满意。,"4, I might be quite happy if Amazon didn't list February 7th as the estimated arrival date."
